N-.1	N-.2	N-.3	N-.4	N-.5	N-.6	enrichment_term
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	0.101323420503946	0	0	0	0	1.99297702235492	GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION
GO_TERPENOID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_TERPENOID_BIOSYNTHETIC_PROCESS
GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS	0	0	0	0	0	0	GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS
GO_TERTIARY_GRANULE	0.510283407479097	6.27651290799993	0.234508354530519	0.243415255709867	0.658404288220596	1.94092303609693	GO_TERTIARY_GRANULE
GO_TERTIARY_GRANULE_LUMEN	0.113687186457152	1.27267785372968	0.211269278442436	0.215840740924227	0.398622424825515	0.457973064081448	GO_TERTIARY_GRANULE_LUMEN
GO_TERTIARY_GRANULE_MEMBRANE	0.607043821500928	7.25290163452641	0	0.169053618412814	0.33758761365819	1.03434178097195	GO_TERTIARY_GRANULE_MEMBRANE
GO_TESTOSTERONE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_TESTOSTERONE_BIOSYNTHETIC_PROCESS
GO_TESTOSTERONE_DEHYDROGENASE_NADPLUS_ACTIVITY	0	0	0	0	0	0	GO_TESTOSTERONE_DEHYDROGENASE_NADPLUS_ACTIVITY
GO_TETHERING_COMPLEX	0	0.115653466460027	0	0	0	0.254313809219608	GO_TETHERING_COMPLEX
GO_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS
GO_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS
GO_TETRAHYDROFOLATE_INTERCONVERSION	0	0	0	0	0	0	GO_TETRAHYDROFOLATE_INTERCONVERSION
GO_TETRAHYDROFOLATE_METABOLIC_PROCESS	0	0	0	0	0	0	GO_TETRAHYDROFOLATE_METABOLIC_PROCESS
GO_TETRAPYRROLE_BINDING	0.120503383911587	0.38845714673287	0.220484765349727	0.225143124407058	0	0.470255019653688	GO_TETRAPYRROLE_BINDING
GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	0.223489356887777	0	0.945692338505699	0	0	0	GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS
GO_TETRAPYRROLE_CATABOLIC_PROCESS	0	0	0	0	0	0	GO_TETRAPYRROLE_CATABOLIC_PROCESS
GO_TETRAPYRROLE_METABOLIC_PROCESS	0.342054738528222	0	0.487003379031482	0	0	0	GO_TETRAPYRROLE_METABOLIC_PROCESS
GO_TETRASPANIN_ENRICHED_MICRODOMAIN	0	0	0	0	0	0	GO_TETRASPANIN_ENRICHED_MICRODOMAIN
GO_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING	0	0	0	0	0	0	GO_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING
GO_THALAMUS_DEVELOPMENT	0	0	0	0	0	0	GO_THALAMUS_DEVELOPMENT
GO_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0	0	0	0	0	0	GO_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GO_THIAMINE_PYROPHOSPHATE_BINDING	0	0	0	0	0	0	GO_THIAMINE_PYROPHOSPHATE_BINDING
GO_THIOESTER_BIOSYNTHETIC_PROCESS	1.03883988864164	0	0.16497802073529	0.169053618412814	0	0	GO_THIOESTER_BIOSYNTHETIC_PROCESS
GO_THIOESTER_METABOLIC_PROCESS	1.89898009941654	0	1.18298067271172	0	0	0	GO_THIOESTER_METABOLIC_PROCESS
GO_THIOESTERASE_BINDING	0	1.07007442401775	0.552824393574245	0.559263488991656	0	0.862895614868336	GO_THIOESTERASE_BINDING
GO_THIOLESTER_HYDROLASE_ACTIVITY	0.162555356078909	0	0.771807458356719	0	0	0	GO_THIOLESTER_HYDROLASE_ACTIVITY
GO_THIOREDOXIN_DISULFIDE_REDUCTASE_ACTIVITY	0	0	0	0	0	0	GO_THIOREDOXIN_DISULFIDE_REDUCTASE_ACTIVITY
GO_THIOREDOXIN_PEROXIDASE_ACTIVITY	0	0	0	0	0	0	GO_THIOREDOXIN_PEROXIDASE_ACTIVITY
GO_THO_COMPLEX	0	0	0	0	0	0	GO_THO_COMPLEX
GO_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION	0	0	0	0	0	0	GO_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION
GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY	0	0	1.79107542438688	0	0	0	GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY
GO_THROMBIN_ACTIVATED_RECEPTOR_ACTIVITY	0	0	0	0	0	0	GO_THROMBIN_ACTIVATED_RECEPTOR_ACTIVITY
GO_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY
GO_THYMIC_T_CELL_SELECTION	0.369943532104807	0.367160253589075	0	0	3.11617183417092	0.824594974163975	GO_THYMIC_T_CELL_SELECTION
GO_THYMOCYTE_APOPTOTIC_PROCESS	0.401346594289321	0	0	0	0	0	GO_THYMOCYTE_APOPTOTIC_PROCESS
GO_THYMOCYTE_MIGRATION	0	0	0	0	0	0	GO_THYMOCYTE_MIGRATION
GO_THYMUS_DEVELOPMENT	0	0.182029556941796	0	0.307516935037388	0	0	GO_THYMUS_DEVELOPMENT
GO_THYROID_GLAND_DEVELOPMENT	0	0	0	0	0	0	GO_THYROID_GLAND_DEVELOPMENT
GO_THYROID_HORMONE_BINDING	0	0	0	0	0	0	GO_THYROID_HORMONE_BINDING
GO_THYROID_HORMONE_GENERATION	0	0	0	0	0	0	GO_THYROID_HORMONE_GENERATION
GO_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY
GO_THYROID_HORMONE_METABOLIC_PROCESS	0	0	0	0	0	0	GO_THYROID_HORMONE_METABOLIC_PROCESS
GO_THYROID_HORMONE_RECEPTOR_BINDING	0.162555356078909	0	0	0.280349499740119	0	0	GO_THYROID_HORMONE_RECEPTOR_BINDING
GO_THYROID_HORMONE_TRANSPORT	0	0	0	0	0	0	GO_THYROID_HORMONE_TRANSPORT
GO_TIGHT_JUNCTION	0.970530405077406	0.960565535419951	0.152347317957298	0	0.869621301777371	0.993415577029105	GO_TIGHT_JUNCTION
GO_TIGHT_JUNCTION_ORGANIZATION	0.47783341345765	0.473019678582177	0	0	0.463321770004722	0	GO_TIGHT_JUNCTION_ORGANIZATION
GO_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX	0	0	0	0	0	0	GO_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX
GO_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX	0	0	0	0	0	0	GO_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX
GO_TISSUE_HOMEOSTASIS	0.00678049804471604	0.950666832145902	0.564170533942538	0.580504918147847	1.26705520250488	0.470848154204468	GO_TISSUE_HOMEOSTASIS
GO_TISSUE_MIGRATION	0.402835333779748	3.99855916041527	0.119021844005996	0.461327240954366	0.789041515241191	0.270527436047248	GO_TISSUE_MIGRATION
GO_TISSUE_MORPHOGENESIS	0.00394633923878635	1.12690130392768	0.938018176729255	0.512738247313558	0.332705666360326	0.469606128385879	GO_TISSUE_MORPHOGENESIS
GO_TISSUE_REGENERATION	0	0.523891559592165	0.802460927682947	0.814377019060388	0	0	GO_TISSUE_REGENERATION
GO_TISSUE_REMODELING	0.0420574773083078	0.381102671958432	0.103836634278231	0.107046171222089	1.32010044290997	0.300247722393706	GO_TISSUE_REMODELING
GO_TITIN_BINDING	0	0	0	0	0	0	GO_TITIN_BINDING
GO_TOLERANCE_INDUCTION	0	0	0	0.559263488991656	0.79315476646961	0	GO_TOLERANCE_INDUCTION
GO_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE	0	0	0	0	0	0	GO_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE
GO_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN	0	0	0	0	0	0	GO_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN
GO_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	0	0.314470963656187	0	0.464977742602356	0	0	GO_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	0	0.77168452712693	0	0	0.635295089597173	0	GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	0.825910158549598	1.53121617979962	0.433265227318321	0	0.661633278130685	0	GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY
GO_TOLL_LIKE_RECEPTOR_BINDING	0	0	0	0	0	0	GO_TOLL_LIKE_RECEPTOR_BINDING
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.409866219246235	1.27504706592495	0.12226417939503	0.127251948386704	0.37135452905472	0	GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
GO_TOLL_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_TOLL_SIGNALING_PATHWAY
GO_TONGUE_DEVELOPMENT	0	0	0	0	0	0	GO_TONGUE_DEVELOPMENT
GO_TONGUE_MORPHOGENESIS	0	0	0	0	0	0	GO_TONGUE_MORPHOGENESIS
GO_TONIC_SMOOTH_MUSCLE_CONTRACTION	0	0	0	0	0	0	GO_TONIC_SMOOTH_MUSCLE_CONTRACTION
GO_TOOTH_ERUPTION	0	0	0	0	0	0	GO_TOOTH_ERUPTION
GO_TOOTH_MINERALIZATION	0	0	0	0	0	0	GO_TOOTH_MINERALIZATION
GO_TOR_COMPLEX	0	0	0	0	0	0	GO_TOR_COMPLEX
GO_TOR_SIGNALING	0	0.133030855286097	0.148806476378106	0	0.131794438685625	0.514529280872201	GO_TOR_SIGNALING
GO_TORC1_COMPLEX	0	0	0	0	0	0	GO_TORC1_COMPLEX
GO_TORC1_SIGNALING	0	0.38845714673287	0.220484765349727	0	0	0.470255019653688	GO_TORC1_SIGNALING
GO_TORC2_COMPLEX	0	0	0	0	0	0	GO_TORC2_COMPLEX
GO_TORC2_SIGNALING	0	0	0	0	0	0	GO_TORC2_SIGNALING
GO_TOXIC_SUBSTANCE_BINDING	0	0	0	0	0	0	GO_TOXIC_SUBSTANCE_BINDING
GO_TOXIN_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_TOXIN_BIOSYNTHETIC_PROCESS
GO_TOXIN_METABOLIC_PROCESS	0	0	0	0	0	0	GO_TOXIN_METABOLIC_PROCESS
GO_TOXIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	GO_TOXIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GO_TOXIN_TRANSPORT	0.15291720077058	0.15101177900988	0.262964234651067	0.267982586570027	0	0	GO_TOXIN_TRANSPORT
GO_TPR_DOMAIN_BINDING	0	0	0	0	0	0	GO_TPR_DOMAIN_BINDING
GO_TRABECULA_FORMATION	0	0	0	0	0	0	GO_TRABECULA_FORMATION
GO_TRABECULA_MORPHOGENESIS	0	0	0	0	0	0.824594974163975	GO_TRABECULA_MORPHOGENESIS
GO_TRACE_AMINE_RECEPTOR_ACTIVITY	0	0	0	0	0	0	GO_TRACE_AMINE_RECEPTOR_ACTIVITY
GO_TRACHEA_CARTILAGE_DEVELOPMENT	0	0	0	0	0	0	GO_TRACHEA_CARTILAGE_DEVELOPMENT
GO_TRACHEA_DEVELOPMENT	0	0	0	0	0	0	GO_TRACHEA_DEVELOPMENT
GO_TRACHEA_FORMATION	0	0	0	0	0	0	GO_TRACHEA_FORMATION
GO_TRACHEA_MORPHOGENESIS	0	0	0	0	0	0	GO_TRACHEA_MORPHOGENESIS
GO_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY	0	0	0	0	0	0	GO_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY
GO_TRAIL_BINDING	0	0	0	0	0	0	GO_TRAIL_BINDING
GO_TRANS_GOLGI_NETWORK	0.357823910156526	0.348660825743128	0.0657437093581435	0.00361937637507337	0.32490769703185	0.0516060794619789	GO_TRANS_GOLGI_NETWORK
GO_TRANS_GOLGI_NETWORK_MEMBRANE	0.0163297825681822	0.0751596527508949	0	0	0.166258525324303	0	GO_TRANS_GOLGI_NETWORK_MEMBRANE
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE	0	0.182029556941796	0	0	0	0	GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE	0	0	0	0	0	0	GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE
GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	0	0	0	0	0	0	GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID
GO_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	0	0	0	0	0	0	GO_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX
GO_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	0	0	0	0	0	0	GO_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0	0.143659978453683	0.660671333821618	0	0	0.28180488328027	GO_TRANSCRIPTION_BY_RNA_POLYMERASE_I
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0	0.0511050030269008	0	0.124213649911526	0	0.885174206199209	GO_TRANSCRIPTION_BY_RNA_POLYMERASE_III
GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY	1.53364786230183e-05	0.0278420182477814	0.0493301365540092	0.984729786474646	0.33631576325632	0.248272002940837	GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY
GO_TRANSCRIPTION_COACTIVATOR_BINDING	0	0	0	0	0	0	GO_TRANSCRIPTION_COACTIVATOR_BINDING
GO_TRANSCRIPTION_COFACTOR_BINDING	0	0	0	0	0	0	GO_TRANSCRIPTION_COFACTOR_BINDING
GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	0.00246718647229675	0.00541345162882596	0.119719251748328	2.01701179250795	0.0758682505207922	0.0587809255105586	GO_TRANSCRIPTION_COREGULATOR_ACTIVITY
GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY	0.204623141163516	0.0488602162430094	0.0985626076374284	1.65345152157269	0	0	GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY
GO_TRANSCRIPTION_COREPRESSOR_BINDING	0	0	0	0	0	0	GO_TRANSCRIPTION_COREPRESSOR_BINDING
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	0	0	0	0.0583385305320291	0	0.618815930170841	GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR
GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY	0	0	0	0	0	0	GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY
GO_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	0	0	0	0.107046171222089	0.249689671380636	0.300247722393706	GO_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_I_PROMOTER	0	0	0	0	0	0.540783516339656	GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_I_PROMOTER
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	0	0.0115926057061982	0.0438715159009585	0.0457933794619708	0.146302961862728	0.55494661706787	GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER
GO_TRANSCRIPTION_EXPORT_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_EXPORT_COMPLEX
GO_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_AP_1_COMPLEX
GO_TRANSCRIPTION_FACTOR_BINDING	0.000368459084610673	0.208311934878814	0.0223851541480705	1.19632412053862	0.121699511389192	0.109063074839707	GO_TRANSCRIPTION_FACTOR_BINDING
GO_TRANSCRIPTION_FACTOR_COMPLEX	0.000578914796062217	0.188920484599357	0	0.716282450426305	0.0896786702577346	0.0331357014526213	GO_TRANSCRIPTION_FACTOR_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	0	0	0	0.183120859443724	0	0.413614791881405	GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIIH_CORE_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFIIH_CORE_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIIIB_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFIIIB_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX
GO_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTION_FACTOR_TFTC_COMPLEX
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER	0	0.118819611530074	0	0	0	0.470255019653688	GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.00137653573864843	0.00926082151074065	0.0104472120801128	0.538873178830374	0	0.305191858007513	GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER	0	0	0	0	0	0	GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER
GO_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	0	0.267278353824424	0	0.498188395324097	0	0.384566451964056	GO_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY
GO_TRANSCRIPTION_REGULATOR_RECRUITING_ACTIVITY	0	0	0	0	0	0	GO_TRANSCRIPTION_REGULATOR_RECRUITING_ACTIVITY
GO_TRANSCRIPTIONAL_PREINITIATION_COMPLEX	0	0	0	0	0	0	GO_TRANSCRIPTIONAL_PREINITIATION_COMPLEX
GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX	0	0.106080951775521	0	1.46958157960933	0.198206051893091	0	GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX
GO_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN	0	0	0	0.881736539344157	1.33267299377062	0	GO_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN
GO_TRANSCYTOSIS	0	0	0.518130789855865	0.524459945914035	0	0	GO_TRANSCYTOSIS
GO_TRANSDIFFERENTIATION	0	0	0	0	0	0	GO_TRANSDIFFERENTIATION
GO_TRANSEPITHELIAL_CHLORIDE_TRANSPORT	0	0	0	0	0	0	GO_TRANSEPITHELIAL_CHLORIDE_TRANSPORT
GO_TRANSEPITHELIAL_TRANSPORT	0	0	0	0	0	0	GO_TRANSEPITHELIAL_TRANSPORT
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	0.227513399153035	0.0643388820903269	0.0657437093581435	2.62077921084013	0.0333231182343797	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER	0	0	0	0	0	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	0	0	1.11312212249103	0.587983375748038	0	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	0	0	0	0	0	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS	3.94201637506713	0.0255096758494365	0.0227925099714314	0.260800148326301	0.0991739434252211	0.132660708647484	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS	4.05792346954339	0.0142865160743827	0	0.198465003714103	0.159267508498445	0.201218730544067	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS	0.825910158549598	0.292080480511564	0.433265227318321	0	0.661633278130685	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	0.0105472157660838	0.00227941694358856	3.66880835466444	0.0237937381896083	0.0352387139240493	0.0541429258159895	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	0.502543277545009	0.160591107221284	0.275238016221916	0.783578954767104	0	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	2.2650434639016e-05	3.09372801711497	0.743818640091731	0.0582436578128432	1.04415496451132	0.353308013468451	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS	1.9899667975058	0	0.945692338505699	0.355680764493178	0	0	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS
GO_TRANSFERASE_COMPLEX	0	0	0	0	0	0	GO_TRANSFERASE_COMPLEX
GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	8.49604127107706e-05	0.897835600458067	0.342327756421611	0.0124919400656279	0.252363788795477	0.352888454852437	GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS
GO_TRANSFERRIN_RECEPTOR_BINDING	0	0	0	0	0	0	GO_TRANSFERRIN_RECEPTOR_BINDING
GO_TRANSFERRIN_TRANSPORT	0	0.182029556941796	0	0.847033227268087	0.510693854494271	0.574279256445467	GO_TRANSFERRIN_TRANSPORT
GO_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION
GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING
GO_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	0	0.314470963656187	0	0	0.690182285804172	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_I	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_I
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_II	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_II
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_CYTOPLASMIC_MEDIATOR_ACTIVITY	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_CYTOPLASMIC_MEDIATOR_ACTIVITY
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_PATHWAY_SPECIFIC_CYTOPLASMIC_MEDIATOR_ACTIVITY	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_PATHWAY_SPECIFIC_CYTOPLASMIC_MEDIATOR_ACTIVITY
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	0.0132691619843016	0.588763205059254	0.181398666789515	0.756012940633727	0.927651857279159	0.193778713479442	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY
GO_TRANSFORMING_GROWTH_FACTOR_BETA_SECRETION	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA_SECRETION
GO_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION
GO_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	0	0	0	0	0	0	GO_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION
GO_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER	0	0	0	0	0	0	GO_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER
GO_TRANSITION_METAL_ION_BINDING	0.237344316354076	0.0559256123021638	0.512785535533337	1.26039157701637	0.00105913527633972	0.88417691822021	GO_TRANSITION_METAL_ION_BINDING
GO_TRANSITION_METAL_ION_HOMEOSTASIS	0.0994282260660889	0.245938787979616	0.0670150027347755	0.0695126284154079	1.72088058147788	0.234813672846587	GO_TRANSITION_METAL_ION_HOMEOSTASIS
GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.825910158549598	0	0	0.439272443372525	0.661633278130685	0	GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
